ticket_number,issue_date,issue_time,rp_state_plate,plate_expiry_date,make,body_style,color,location,route,agency,violation_code,violation_description,fine_amount,latitude,longitude
1109085600,2015-09-11,2001.0,CA,201605.0,HOND,PA,GR,2800 E OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085751,2015-09-12,1248.0,UT,201603.0,KIA,PA,MA,2800 W OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085762,2015-09-13,1054.0,CA,201605.0,VOLK,PA,BL,2800 W OBSERVATORY,,4.0,024,22514,68.0,6470141.4,1867430.4
1109085773,2015-09-13,1059.0,CA,201607.0,NISS,PA,WH,2800 W OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085784,2015-09-13,1100.0,CA,,HYUN,PA,BK,2800 W OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085795,2015-09-13,1108.0,WA,201606.0,HYUN,PA,SI,WESTERN CYN RD/W OBS,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109085806,2015-09-13,1129.0,CA,201603.0,TOYO,PA,OR,2800 W OBSERVATORY,,4.0,024,22514,68.0,6470141.4,1867430.4
1109085810,2015-09-13,1136.0,CA,201606.0,TOYO,PA,WH,WESTERN CYN RD/W OBS,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109085821,2015-09-13,1229.0,NV,201606.0,HYUN,PA,RU,2800 W OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085832,2015-09-13,1234.0,CA,201605.0,CHEV,PA,SI,2800 W OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109085843,2015-09-13,1239.0,CA,201601.0,CHRY,PA,BK,2800 W OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085854,2015-09-14,1836.0,CA,201602.0,FORD,PA,WH,2800 W OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109085865,2015-09-14,1940.0,CA,201608.0,FORD,PA,BK,2800 W OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109085876,2015-09-14,2244.0,CA,201611.0,NISS,PA,BL,2800 W OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
1109085880,2015-09-14,2247.0,CA,201607.0,FORD,PA,GY,2800 W OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
1109085891,2015-09-14,2252.0,CA,201606.0,HOND,PA,SI,2800 W OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
1109085902,2015-09-14,2055.0,CA,201601.0,VOLK,PA,GY,2800 W OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
1109086333,2015-09-13,1726.0,FL,201606.0,DODG,PA,RE,2800 E OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109086344,2015-09-13,1730.0,CA,201601.0,CHEV,PA,RE,2800 E OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109086355,2015-09-13,1803.0,CA,201606.0,HYUN,PA,SI,2800 E OBSERVATORY,,4.0,8049,WRG SD/NOT PRL,63.0,6470141.4,1867430.4
1109086366,2015-09-13,1832.0,FL,201606.0,FORD,PA,WH,2800 E OBSERVATORY,,4.0,8056E4,RED ZONE,93.0,6470141.4,1867430.4
1109086370,2015-09-13,1846.0,AZ,,HYUN,PA,GY,2800 E OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
1109086381,2015-09-13,1933.0,CA,201606.0,KIA,PA,SI,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109086392,2015-09-13,1938.0,CA,201606.0,CHEV,PA,BK,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109086403,2015-09-13,1954.0,CA,201510.0,ACUR,PA,BK,2800 E OBSERVATORY,,4.0,8603,PK IN PROH AREA,68.0,6470141.4,1867430.4
1109086661,2015-09-11,1815.0,CA,201603.0,FORD,PA,BK,W OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109086672,2015-09-11,1820.0,CA,201604.0,KIA,PA,BL,W OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109086683,2015-09-11,1920.0,CA,201601.0,HYUN,PA,SI,WESTERN CYN,,4.0,024,22514,68.0,99999.0,99999.0
1109086694,2015-09-11,1950.0,CA,201511.0,KIA,PA,GY,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109087534,2015-09-14,1730.0,CA,201603.0,DODG,VN,WH,3000 N CANYON LAKE,,4.0,019,22502E,63.0,6466722.9,1867935.8
1109092854,2015-12-15,1718.0,CA,201609.0,FORD,PA,BK,5400 ZOO DR,,4.0,8603,PK IN PROH AREA,68.0,6472743.1,1878859.9
1109092865,2015-12-21,1214.0,CA,201606.0,CHRY,PA,BK,2800 W OBSERVATORY,,4.0,8056E4,RED ZONE,93.0,6470141.4,1867430.4
1109092876,2015-12-21,1224.0,CA,201608.0,CHRY,PA,SI,2800 W OBSERVATORY,,4.0,8056E4,RED ZONE,93.0,6470141.4,1867430.4
1109094291,2015-12-21,1123.0,CA,201507.0,VOLK,PA,BK,2900 GRIFFITH PARK,,4.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109121576,2015-12-16,1627.0,CA,201605.0,CHRY,PA,WH,W OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109121580,2015-12-16,1640.0,WA,201603.0,NISS,PA,RE,W OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109121591,2015-12-16,1643.0,CA,201607.0,CHEV,PA,SI,W OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109121624,2015-12-19,1418.0,CA,201601.0,GMC,PA,RE,WESTERN CYN RD,,4.0,6344K8,SIGN PSTD-NO PK,68.0,99999.0,99999.0
1109123540,2015-12-20,1204.0,AZ,,NISS,PA,RE,3200 N CANYON LAKE,,4.0,8049,WRG SD/NOT PRL,63.0,6462616.8,1869105.2
1109123551,2015-12-20,1402.0,NY,,LEXU,PA,BK,3200 N CANYON LAKE,,4.0,8049,WRG SD/NOT PRL,63.0,6462616.8,1869105.2
1109123562,2015-12-20,1422.0,CA,201604.0,TOYO,PA,SI,3200 N CANYON LAKE,,4.0,8049,WRG SD/NOT PRL,63.0,6462616.8,1869105.2
1109123573,2015-12-20,1425.0,CA,201612.0,LEXU,PA,WH,3200 N CANYON LAKE,,4.0,8049,WRG SD/NOT PRL,63.0,6462616.8,1869105.2
1109123584,2015-12-20,1438.0,CA,201611.0,MAZD,PA,BL,3200 N CANYON LAKE,,4.0,8049,WRG SD/NOT PRL,63.0,6462616.8,1869105.2
1109123595,2015-12-20,1534.0,NM,201610.0,BMW,PA,BK,3000 N LEDGEWOOD,,4.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109123606,2015-12-20,1538.0,CA,201610.0,TOYO,TR,RE,3300 N LEDGEWOOD,,4.0,8058L,PREF PARKING,68.0,6464362.3,1869275.9
1109123610,2015-12-20,1553.0,CA,201606.0,TOYO,PA,GY,6100 N MULHOLLAND,,4.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
1109123621,2015-12-20,1602.0,CA,201512.0,CHEV,PA,BK,6100 N MULHOLLAND,,4.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109123632,2015-12-21,1542.0,CA,201611.0,CADI,PA,BK,3200 N CANYON LAKE,,4.0,8049,WRG SD/NOT PRL,63.0,6462616.8,1869105.2
1109123643,2015-12-21,1547.0,GA,201603.0,CHRY,PA,SI,3000 N CANYON LAKE,,4.0,8606,PK OTSD PSTD AR,58.0,6466722.9,1867935.8
1109123654,2015-12-21,1551.0,CA,201608.0,CHEV,PA,WH,3000 N CANYON LAKE,,4.0,8606,PK OTSD PSTD AR,58.0,6466722.9,1867935.8
1109188312,2015-09-12,1059.0,CA,201608.0,HYUN,PA,GR,WEST OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109188323,2015-09-12,1112.0,AZ,,TOYO,PA,BL,2800 OBSERVATORY RD,,4.0,225078A,HANDICAP/NO DP ID,363.0,6470141.4,1867430.4
1109188334,2015-09-12,1123.0,AZ,,VOLK,PA,GY,WEST OBSERVATORY RD,,4.0,024,22514,68.0,99999.0,99999.0
1109188345,2015-09-12,1454.0,CA,201603.0,GMC,PA,BK,WEST OBSERVATORY RD,,4.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109188356,2015-09-12,1610.0,CA,201603.0,JEEP,PA,GY,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109188905,2015-09-12,1725.0,CA,201512.0,TOYO,PA,RE,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109188916,2015-09-12,1729.0,CO,,CHEV,PA,WH,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109189255,2015-09-15,1739.0,CA,201604.0,NISS,VN,GY,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109189266,2015-09-15,1835.0,CA,201512.0,NISS,SU,GY,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109189270,2015-09-15,1839.0,CA,201604.0,MAZD,PA,GY,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109189281,2015-09-15,1845.0,CA,201608.0,DODG,,GY,2800 E OBSERVATORY,,4.0,8056E4,RED ZONE,93.0,6470141.4,1867430.4
1109193643,2015-09-12,2350.0,CA,201602.0,HOND,PA,BK,VERMONT CYN RD,,4.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
1109193654,2015-09-13,159.0,NV,201604.0,CHRY,PA,BK,VERMONT CYN RD,,4.0,8603,PK IN PROH AREA,68.0,99999.0,99999.0
1109195463,2015-12-16,2042.0,CA,201607.0,TOYO,PA,GY,2800 E OBSERVATORY,,4.0,8056E4,RED ZONE,93.0,6470141.4,1867430.4
1109195474,2015-12-16,2043.0,CA,201608.0,HOND,PA,BK,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109195485,2015-12-16,2047.0,CA,201607.0,HYUN,PA,WH,2800 E OBSERVATORY,,4.0,8056E4,RED ZONE,93.0,6470141.4,1867430.4
1109195861,2015-12-20,1440.0,CA,201603.0,VOLK,PA,GY,MERRY GO ROUND RD,,4.0,8606,PK OTSD PSTD AR,58.0,99999.0,99999.0
1109195872,2015-12-20,1635.0,CA,201509.0,HOND,PA,WH,6300 MULHOLLAND HWY,,4.0,013,22500H,68.0,6463420.3,1867413.4
1109195883,2015-12-20,1703.0,CA,201610.0,NISS,PA,WH,3000 N CANYON LAKE,,4.0,8606,PK OTSD PSTD AR,58.0,6466722.9,1867935.8
1109196174,2015-12-19,958.0,CA,,HYUN,PA,BK,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109196185,2015-12-19,1002.0,CA,201609.0,FORD,PA,SI,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109196196,2015-12-19,1003.0,NM,201601.0,HYUN,PA,RE,WEST OBSERVATORY RD,,4.0,8049,WRG SD/NOT PRL,63.0,99999.0,99999.0
1109196200,2015-12-19,1027.0,CA,201602.0,NISS,PA,SI,2800 E OBSERVATORY,,4.0,6344K7,PK OUTSD PK STL,58.0,6470141.4,1867430.4
1109260806,2015-11-27,815.0,CA,201305.0,LINC,PA,BK,ORANGE/FOUNTAIN,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260810,2015-11-27,840.0,CA,201506.0,KIA,PA,GY,FOUNTAIN/ORANGE,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260821,2015-11-27,840.0,CA,201506.0,VOLV,PA,WH,ORANGE/FOUNTAIN,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260832,2015-11-27,915.0,CO,201304.0,HOND,PA,BK,SEWARD/DE LONGPRE,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260843,2015-11-27,1410.0,CA,201507.0,BMW,PA,GY,ABBOT KINNEY/ANDALUS,MQ73,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109260854,2015-12-03,820.0,FL,201410.0,NISS,PA,BK,LEXINGTON/MANSFIELD,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260865,2015-12-03,840.0,CA,201508.0,NISS,PA,GY,LEXINGTON/HIGHLAND,Q73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260876,2015-12-03,850.0,MN,201506.0,LEXU,PA,WH,MANSFIELD,MQ73,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109260880,2015-12-03,900.0,CA,201505.0,CHEV,PA,WH,ORANGE/FOUNTAIN,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260891,2015-12-03,930.0,GA,201502.0,JEEP,PA,BK,YUCCA/HUDSON,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260902,2015-12-04,830.0,TX,201508.0,LINC,PA,GY,MAIN/THORNTON,MQ73,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109260913,2015-12-04,840.0,CA,201504.0,HOND,PA,BK,MAIN/WAVECREST,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260924,2015-12-04,915.0,CA,201508.0,VOLK,PA,BK,BROADWAY/5TH,MQ73,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109260935,2015-12-04,920.0,CA,201508.0,JEEP,PA,GR,BROADWAY/OAKWOOD,MQ73,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109260946,2015-12-04,935.0,CA,201507.0,HOND,PA,GY,CALIFORNIA/ELECTRIC,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260950,2015-12-04,1030.0,CA,201304.0,HOND,MC,BK,ABBOT KINNEY/CALIFOR,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260961,2015-12-05,800.0,CA,201411.0,FORD,TR,BL,STANLEY/HOLLYWOOD,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260972,2015-12-05,830.0,CA,201504.0,ISUZ,PA,RE,FULLER/HILLSIDE,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260983,2015-12-09,745.0,TX,201402.0,CHRY,PA,GY,GARDNER/WARING,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109260994,2015-12-09,810.0,CA,201508.0,JEEP,PA,GY,ORANGE/HIGMAN,MQ73,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109261064,2015-12-11,850.0,CA,201505.0,TOYO,PA,BK,SUNSET/HOBART,00006,1.0,002,4000A,50.0,99999.0,99999.0
1109261075,2015-12-11,910.0,CA,201504.0,FORD,PA,WH,SUNSET/HOBART,00006,1.0,002,4000A,50.0,99999.0,99999.0
1109261086,2015-12-11,930.0,CA,201506.0,CHEV,PA,RE,1271 HARVARD W/CURB,00006,1.0,002,4000A,50.0,99999.0,99999.0
1109261090,2015-12-11,945.0,CA,201505.0,BMW,PA,WH,5401 LEXINGTON N/CUR,00006,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109261101,2015-12-11,1000.0,CA,201604.0,VOLK,PA,SI,1544 SERRANO E/CURB,00006,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
1109261112,2015-12-11,1010.0,CA,201509.0,FORD,PA,GR,1551 SERRANO W/CURB,00006,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
1109261123,2015-12-11,1030.0,TX,201408.0,HOND,PA,SI,1830 KINGSLEY E/CURB,00006,1.0,002,4000A,50.0,99999.0,99999.0
1109261134,2015-12-19,815.0,CA,201506.0,CHEV,PA,WH,7806 ROSEWOOD S/CURB,00007,1.0,002,4000A,50.0,99999.0,99999.0
1109261145,2015-12-19,900.0,CA,201506.0,HOND,PA,GY,628 SPAULDING E/CURB,00007,1.0,002,4000A,50.0,99999.0,99999.0
1109261156,2015-12-19,920.0,CA,201506.0,FORD,PA,GY,7570 WARING S/CURB,00007,1.0,002,4000A,50.0,99999.0,99999.0
1109261160,2015-12-19,945.0,CA,201601.0,BMW,PA,BK,812 MARTEL EAST/CURB,00007,1.0,5200A,DSPLYPLATE A,25.0,99999.0,99999.0
1109261171,2015-12-19,955.0,CA,201506.0,SCIO,PA,SI,829 ALTA VISTA W/CUR,00007,1.0,002,4000A,50.0,99999.0,99999.0
1109261296,2015-12-26,2220.0,CA,,HOND,PA,GY,HOLLYWOOD BL/HIGHLAN,6FB8,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109265415,2015-12-25,1915.0,CA,201511.0,NISS,PA,WH,1718 CHEROKEE,6A66,1.0,8069B,NO PARKING,73.0,6460326.8,1859745.4
1109265426,2015-12-26,2035.0,CA,201602.0,TOYO,PA,WH,ARGYLE N/O HOLLYWOOD,6A66,1.0,024,22514,68.0,99999.0,99999.0
1109270002,2015-12-25,843.0,CA,201605.0,JEEP,PA,BK,3170 HOLLYRIDGE DR,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270013,2015-12-25,922.0,CA,201609.0,CHEV,SU,BK,3387 DERONDA,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270024,2015-12-25,934.0,FL,201606.0,FORD,TR,BK,6040 RODGERTON,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270046,2015-12-25,953.0,CA,201605.0,SCIO,PA,BL,RODGERTON/BEACHWOOD,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270050,2015-12-25,1204.0,CA,201604.0,NISS,PA,BL,3387 DERONDA,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270061,2015-12-25,1211.0,CA,201610.0,KIA,PA,SI,3373 DERONDA,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270072,2015-12-25,1240.0,CO,201602.0,TOYO,SU,SI,3170 HOLLYRIDGE DR,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270083,2015-12-25,1245.0,CA,201602.0,HYUN,PA,SI,3170 HOLLYRIDGE DR,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270094,2015-12-25,1249.0,AZ,,CHRY,PA,SI,3170 HOLLYRIDGE DR,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270105,2015-12-25,1258.0,CA,201607.0,KIA,VN,BR,3148 BEACHWOOD DR,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270116,2015-12-25,1345.0,CA,201603.0,NISS,PA,BK,3390 DERONDA DR,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270120,2015-12-25,1406.0,CA,201602.0,HOND,PA,BK,BEACHWOOD DR/HOLLYRI,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109270131,2015-12-25,1532.0,CA,201609.0,NISS,VN,RE,3374 DERONDA,6A15,1.0,8058L,PREF PARKING,68.0,99999.0,99999.0
1109273163,2015-12-26,1145.0,MN,201603.0,FORD,VN,,6801 HOLLYWOOD BLVD,6FB12,1.0,8056E4,RED ZONE,93.0,6459132.5,1859509.1
1109273174,2015-12-27,120.0,CA,201607.0,NISS,PA,BL,ORANGE/HOLLYWOOD,6FB12,1.0,8056E4,RED ZONE,93.0,99999.0,99999.0
1109274902,2015-12-24,2222.0,CA,201510.0,MBNZ,PA,WH,LAS PALMAS/HOLLYWOOD,00636,1.0,8069B,NO PARKING,73.0,99999.0,99999.0
1109274913,2015-12-25,5.0,CA,201604.0,JEEP,PA,BK,1642 LAS PALMAS,00646,1.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
1109274924,2015-12-25,5.0,CA,201602.0,NISS,PA,BL,1642 LAS PALMAS,00646,1.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
1109274935,2015-12-25,30.0,CA,201605.0,JEEP,PA,BK,1642 LAS PALMAS AV,00646,1.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
1109274946,2015-12-25,30.0,CA,201603.0,GMC,PA,MA,1642 LAS PALMAS,00646,1.0,8056E2,YELLOW ZONE,58.0,99999.0,99999.0
1109276066,2015-12-25,125.0,LA,201702.0,HUMM,PA,GR,6665 HOLLYWOOD BL,00636,1.0,8056E4,RED ZONE,93.0,6460164.2,1859513.4
1109331646,2015-12-01,450.0,CA,201604.0,TOYO,PA,GY,PICO/FEDORA,14MQ1,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
1109331650,2015-12-02,1620.0,CA,201605.0,HYUN,PA,WH,LA BREA/1ST ST,14MQ1,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
1109331661,2015-12-02,1625.0,CA,,NISS,PA,GY,LA BREA/1ST ST,14MQ1,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
1109331672,2015-12-02,1630.0,CA,201509.0,TOYO,SU,SI,LA BREA/1ST ST,14MQ1,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
1109331683,2015-12-08,1315.0,CA,201606.0,VW,SU,BL,PALMS/SAWTELLE,14MQ1,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109331694,2015-12-08,330.0,CA,201506.0,HOND,PA,GY,SEPULVEDA E/LATIJERA,14MQ1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109331705,2015-12-09,1425.0,CA,201507.0,BMW,PA,SI,12305 W PALMS BL,14MQ1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
1109331716,2015-12-10,1640.0,CA,201607.0,TOYO,PA,WH,9100 S SEPULVEDA WAY,14MQ1,1.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
1109331720,2015-12-10,1640.0,CA,201603.0,HOND,PA,GY,9100 S SEPULVEDA WAY,14MQ1,1.0,8069A,NO STOPPING/STANDING,93.0,99999.0,99999.0
1109331731,2015-12-15,1715.0,MO,201707.0,CHEV,PA,SI,8900 W VENICE BL,14MQ1,1.0,8069AP,NO STOP/STAND PM,93.0,99999.0,99999.0
1109334741,2015-12-21,1355.0,CA,201602.0,NISS,PA,GR,4101 S CRENSHAW BL,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6460111.6,1826363.1
1109334752,2015-12-21,1355.0,CA,201602.0,NISS,PA,GR,4101 S CRENSHAW,MQ,1.0,570,2251157B,363.0,6460111.6,1826363.1
1109334763,2015-12-21,1505.0,CA,201603.0,TOYO,PA,GR,4101 S CRENSHAW BL,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6460111.6,1826363.1
1109334774,2015-12-21,1540.0,CA,201602.0,INFI,SU,GY,4411 S WESTERN AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
1109334785,2015-12-21,1555.0,CA,201512.0,PONT,PA,GO,1820 W SLAUSON AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6467713.8,1818570.4
1109334796,2015-12-21,1610.0,CA,201608.0,TOYO,VN,GY,1100 W SLAUSON AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6472604.3,1818547.4
1109334800,2015-12-21,1620.0,CA,201607.0,NISS,SU,BK,1100 W SLAUSON AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6472604.3,1818547.4
1109334811,2015-12-21,1650.0,CA,201610.0,KIA,PA,RE,101 W MANCHESTER AVE,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
1109334822,2015-12-21,1650.0,CA,201610.0,KIA,PA,RE,101 W MANCHESTER AV,MQ,1.0,570,2251157B,363.0,6478618.7,1807970.5
1109334833,2015-12-21,1715.0,AZ,201506.0,CHRY,PA,WH,101 E MANCHESTER AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6478618.7,1807970.5
1109334844,2015-12-21,1725.0,CA,201602.0,NISS,PA,GY,101 W MANCHESTER AV,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6478618.7,1807970.5
1109334855,2015-12-21,1845.0,CA,201603.0,TOYO,PA,RE,8564 S BROADWAY,MQ,1.0,225078A,HANDICAP/NO DP ID,363.0,6477279.5,1808123.4
1109577755,2015-12-29,836.0,CA,201503.0,CHEV,SU,MA,1140 W 60TH ST,00535,55.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
1109577766,2015-12-29,842.0,CA,201609.0,VOLK,PA,WH,1237 W 60TH PL,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577770,2015-12-29,844.0,CA,201601.0,BENZ,SU,SI,1343 W 60TH PL,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577781,2015-12-29,847.0,CA,201609.0,NISS,,BK,1258 W 59TH ST,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577792,2015-12-29,850.0,CA,201601.0,FORD,TR,SI,1127 W 58TH ST,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577803,2015-12-29,853.0,CA,201602.0,TOYO,VN,GR,1301 W 58TH PL,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6471324.3,1818275.3
1109577814,2015-12-29,856.0,CA,201603.0,MERC,VN,GR,1333 W 58TH PL,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6471108.8,1818276.2
1109577825,2015-12-29,857.0,CA,201512.0,HOND,PA,GY,1333 W 58TH PL,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,6471108.8,1818276.2
1109577836,2015-12-29,915.0,CA,201604.0,HOND,PA,BL,19525 PARK GROVE,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577840,2015-12-29,916.0,CA,201604.0,HOND,PA,BL,1952 S PARK GROVE,00535,55.0,098,5200,25.0,99999.0,99999.0
1109577851,2015-12-29,919.0,CA,201609.0,ACUR,PA,RE,1981 S BONSALLO AV,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577862,2015-12-29,921.0,CA,201611.0,NISS,PA,WH,2115 S BONSALLO AV,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577873,2015-12-29,925.0,CA,201609.0,CHEV,PA,BK,800 W 21ST ST,00535,55.0,8069BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1109577884,2015-12-29,1011.0,CA,,FORD,PA,GY,1239 W 60TH ST,00535,55.0,010,22500E,68.0,99999.0,99999.0
